content,label
Lankawath mee wage una nam kochchara apuruda. - 0 ,0
Candawe ayata hithanawada lankawe system eka hodai kiyala. – 0,0
Vineetha Vinaya daruwek punchi kale idalama purudu karanna ona. – 0,0
Balaya labilath minissu kalakirunama mehema aththa kiyanawa adminta methanai     waradune. – 0,0
Ape samahara nugat drivers la nisa chatar lankawa! – 0,0
Hariyata lankawa wage neda hah hah haa... – 0,0
Api me loke kothanada inne kiyala hithenawa needa? – 0,0
Ape rate mehema dakinna kalpayak balagena inna wenawa. - 0,0
Pansal okkoma kadala ain karana eka thama prathamayenma kala yuththe. – 0,0
Eva Wanasundara mahathmiya vivurtha adhikaranaye sadahan kara sitiye thripudgala shreshtadhikarana vinisuru madulle bahuthara vinisuruwaarunge ekagathawaya matha mema abhiyachanaya prthikshepa kala bawai. – 0,0
Adhikaranayata apahasa kirima sambandayen Chanasara himiyanta chodana 4k ella kara thibena athara ewa idiripath kara athi akaraya nithiyata patahani bawai. – 0,0
Eheth nithipathiwaraya wenuwen peni siti rajaye niyojya solicitor general Rohantha Abesoriyamahatha sadahan kara sitiye adhikaranayata apahasa kirima sambandayen chodana kirimata abhiyachanadikaranayata balayak pawathina bawai. – 0,0
Thawath minihek gana hithana minissu innawanam mee puja bumiya apirisidu wenne nee – 0,0
Oya wage harak innakan me rata hadanna nohakiya. – 0,0
Munta amathakai rate janadipathai eyai kiyala – 0,0
Ape lankawe mehema una nam ithin oya thaththata sorry thamai ape inna kello oya manussaya diha balanne wath naha. – 0 ,0
Nuba adaraniya duwek. Mama ahala thiyanawa thaththata wadiyen adare karanne duula kiyala. Eka ada me dasunenma penenna athai maa sithanawa. – 0,0
"Lankawe un salli dunnoth karai, Lamai maranna wada pethi dena dostharala inna rataka minissu marann beera ganna udau karaida lankawe un. - 0 ",0
Aththatama mee siduwema samata adarshayak. Marenna pana addath ahak arala balanne nathi me loke e siduweema age kala yuthui. – 0,0
Ape rate enne doctors lata gahala maranna.hadana campus lamaei ne ethin. Ape rata ta mehema wasanawak kohen da – 0,0
Ape lankawe una nam mona tharam lassanada. Ape rate mita wada gunayahapath minissu inna oni eath ape rate napuru aya wadii… - 0,0
Ai ban sira mehema naganne – ,0
Kiyanna kanagaatui ape lankawe mewage unanam mokakin mokak weida danne ne aa tharamatama gunayahapath kam adui – 0,0
Manussakama ugannanne naa campus wala wishayak vidiyata. Eka apima praguna kara ganna ona. – 0,0
Puthe uba kohomath dosthara kenek wenawa. Namuth nikan dosthara kenek newei. Minissu gana hithana honda manussayek weyan. – 0,0
Thawa tika dawasakin kiyai kauda me rate janadhipathi… mamada janadhipathi. Mama nam path kara naa kiyai… - 0,0
"Hitapu aka ape petrol wahana aran rata bi bi awidinawa ,!meka nobi pissu kelinawa – 0",0
Ekata ape aya udgoshana witharai. Anna mahajanayage salli walin igena ganna niyama lamai. – 0,0
Mole aulda ane. – 0,0
Ekata ape samaharak nonala medical nia yanne gau ganak udin. – 0,0
Balanna. Waidya sisuviyak jeewithaya ahimi wenna giya ayeku beragath apuuruwa. Apage acharaya. – 0,0
May ayata tamai kiyanne Minis wesin Inna deviwaru kiyala. Budu saranai obata – 0,0
May wage kello lankawe hitiya nam kochchara sundara weida… - 0,0
Ekata ape dostharawaru deshapalana athakolu wela hamadama strike thiyala leddu kiyai nam maranawa athida… - 0,0
Lankawe kello nam kruthima shwasanaya denne naa eka sure. – 0,0
Manussakamata salakanawa ihalinma mahaththayo. – 0,0
Godak hoda deyak needa. – 0,0
Rakiyawata hariyatama galapena kenek oya Mona agamak adahuwath oyata theruwan saranai – 0,0
Ape rate ayata mewa hoda adharshayak wewa!!! – 0,0
Mee wage aya itha adui. Budu Saranai. – 0,0
Obata dalada samidu pihitai. – 0,0
Menna kello ekata lankawe eun maunge age idanma lokukama. – 0,0
Duwe nuba dewa duthikawak. – 0,0
Ape acharaya. – 0,0
Ekata ape un by-pass karanna one kiyala laksha 10k hoyaganna kiyai – 0,0
Mona tharam watina manussayoda ape rate una nam wahane viduruwawath path karala balanne naa. Sathya ekai. – 0,0
Kawda oi me giriya yatin ka gahana eka :p epa wenawa – 1,1
Godak duka hithuna. E wagema gadak sathutu hithuna mewage ayagana – 0,0
Jeewithe keeyak anathureda.?ai me wasa kala tharuna jeewitha apayak karaganne – 0,0
Budu sarnai kisima karadarayak nathiwa nirogi jeewithayak gewanna labewa oba depalata. – 0 ,0
E wagema ema sathunta thawakalikawa rakawaranaya dun ayata godak pin. Budu Sranai… - 0,0
"Monna Hutthakda oi me. Lassana sindu mun epa karawanawa, thmanta kiyala sinduwak karaganna barinam nikan innawako me wage hoda sindu kanne nathuwa. Liyatabara sinduwatath mekkami Kare mu... – 1",1
Nodakin vitharak kalakanniya. Sundara gethayak mu kala… Mu hithanne mu hari wadakaraya kiyala. Thu nodakin… - 1,1
2.40 balanna pitipasse wahane inna balla me balla diha balana vidiya… Ane matath kauruath nadda me wage balagannaa… Kiyala uta hithenna athi… - 0,0
Dushta durjana minissu athare mewan minissu ratata sampathak… - 0,0
Adare kiyana hagima minisunta sathunta kiya wenasak natha… E hagima upadinne hadawatha thulai… Adambarai apata oba gana… - 0,0
Ape rate thamath hadawathin usas aya innawa. E gana aththatama sathutui. Jesu pihitai e hamotama… - 0,0
Champa Pranandu mahathmiya oba gana kiyanna mata wachana naa. Hadawathinma sthuthi. – 0,0
Oi cricket board ekata betting walin ena salli enne nane. Hama foreign tour ekakatama salli hambenawa loku ganak. Ekane ape ewunwa Tour yawwe palenakan. Lankawe tour ekak thibunama tickets walin arawain mewain ena salli enawa – 0,0
Meka hutch ekata karapu eka mathakada ubalata… simple plan ekak muta salli perethaya… Salli walata mu ona deyak karanawa… - 1,1
Mu idagena betting walin lakawa parada karawala Hari salli hambakaranawa athi.. Habai ea salli cricket board ekata hambenne na – 0,0
Ape bukipala mahathage maga penwima yatathe wackra Videha yojanayak hatiyata thamai oya suudu wyaparaya karanne… - 0,0
Balanna oken ratata kochchara widesha mudal gala enawada. Uda idala ground eke wathura daana ekata yanakan salli labenawa ne. Eken lankawe widesha sanchithaya shakthimath wela dollar eka pahalata watila rata diyunu wenawaa. Thawa monawada methumanlata ape rata wenuwen karanna puluwan. – 0,0
Thilangayage ammata hukanna u hodata cricket kawa. Loke hodama team walin ekak wechcha eka dan anthima tike inne. Suudu kaarayek sabhapathi unama suudu adaayama wadii. Uta eeka atha udin laabai. - 1,1
Maithripala kiyala janadipathi kenek inno. Uta kisi unanduwak naa. Vijayakala hari ekige mokekhari sellam karoth u balai. Dawasin dawasa ratath wagema cricketuth walapallata yanawa. – 0,0
Manussayek deyak patan  ganna kota ape unge puruddak tma hena tok deela ka ghana eka.... ekata ekathu wenna blanne na ape rata diyunu kranna amaru ekai bn… - 0,0
Naki deshapaluwo inna ape rate oba wage tharuna nayakayek rate nayakayek wena eka gana adambarai - 0,0
Mahattaya oyata api godak adarei tamai ath illagena kanna hadanna epa oyatath minissu drohiyek vidihata salakai - 0,0
Thambinge palli kadena eka gana katha wennada danne naa. – 1,1
"Mokada ithin… Ewata vitharai meyage video clip eliyata enne. Pansal, budu pilima thambiyo kadanne nahalu… - 1",
Thambiyo sinhalayanta gahaddi nikan hitiye… - 1,1
Apinam mahinda mathayata marenakan chande denne mahida maththayata mama oda sinhalaye ekai sinhala kama raka gannanam mahinda maththayata chance dipan sinhalayo - 0,0
"Ballallu lawa kos ata bawanawa keyanne mekata,mun krikat gana dana gaththata deshapalane karanne khomada,aka sarayak ponseka,mewa moda weda,thawa serisena,anunge karapetin yanawa,un hora kanawa - 0",0
Ai tharaha aran… 8 pass nathi… pasalak dakalawath nathi ekek wandagena chande innan enakota thiyena iwasiima koo… gama hadanna illapu gaman doothin gihn dila enne… - 0,0
Ane sago oya ape gaurawe.epa desapalanetanam enna.wadinnam.atha gourawaya ita wada watinawa.aya lowak watina wasthuwak sanga mahsththayo.lankawa hadanna sakkarayatawath bha mhaththayo – 0,0
Me vidihata kattiya hithala desapalanaya karana ape rata kana unta chande nodi imuko ath ahema karanne na kisima kenak ath sangata nam baninava. Devani pela haduve nalu issella Dan me inna desapalanaya karana unva evavanna ekathu vemu passe hamadeyakatama devani pelak ai - 0,0
Me wage dekai panahe ponna mal sindu ahagena gode haththa innakan me rata diyunu weida Chamara… ,1
Oya enne ejapaye guna desannata nam sure Sangakkara mahaththayo. Thamunta oya thiyana janatha kamaththa nathi wenawa. ,0
Oba kumana paramarhhayak atthekdhay nodhanimi...namuth oba dhesapalneta paminiyoth obata aadhare karay siyallo...dhesapalanaya yanu kunugandha gahana dheyak wuwath ayin thama ratak goda nageemata awasya.....oba ........mahathmayek hondha piyek swamiyek emenma rate minissun aadhare karanaa minisek...... ,0
Thamage thiranaya hoda weida balamu desha palane nokara baida hoda wada piliwelakata yanna ,0
Clean our mother nation kiyala project ekk unot oka ,0
Eka ekkenaga lanu kanna epa just support someone who really love's Sri Lanka for example Nagananda Kodithuwakku ,0
Cricket wage newei rata paalanaya karnawa kiyanne dan penawane palanaya karanda danne nathi kattiya paalanaya karana hati. Sangata thiyana gaurawayath nathi wena wadak oka. ,0
Mokakda wede....kohomada sambannda wenne...kohedida..honda deyaknam ekenma ennam..please details... ,0
"Lankawe Deshapalaneta anawata wada hoday gedarata wela enna aka, sanga kiyana kridakaya baluwenawata api asa ne.",0
Rata hadanna kalin cricket hadala imu ne… ,0
Ai dan me hama ekama hithanne mu deshapalanayata enna me katha karanne kiyala. Minihekta ehema nidahase adahasak bedaganna puluwan deshapalanayen thorawath. Sanga kohomath buddimath deshakayek. ,0
Ohuta sawan diimen aththatama apata laba gatha haki deyak thiyanawa… Ratata deyak karanna-deshapalanema ona na. Ratata deyak karannaa. deshapalanema ona kiyala hithana wahallu thamai mekata deshapalana lebalaya alawannee… ,0
Issellama sanga kiyana de ahala imu. Mulin natta nopagagena. ,0
Man nam hithanne naa sanga deshapalanayata ei kiyala. Mu echchara mooda naa ban. ,0
Me rata kawadawath hadanna baa… Penawane… ,0
Aniwa enna. Dan inna balu deshapalana kramaya wenas karanna one. ,0
Apith balan innawa… Obathuma patan ganna… ,0
Ran akurin liyawunu obe naamaya katha karaganna epa sahodaraya… ,0
U mooda naa… U dannawa lankawe minissu moodai kiyala… So… U deshapalanayata enawa… ,0
Kastiya saahenna kalabala wela… ,0
Eyath kelawaganna hadanne… ,0
Thanikara awastha waadiyek sanga… ,0
Rata hadanna kalin sangata thiyanne vinasha karapu cricket hadanna. Rata Mahinda Gota athulu deppremiyo balagani… ,0
Apoo gon deshapalanayata awoth oya thiyana thanath nathi wei… ,0
Ara lanakawe naya dawasin gewana manta… Mada viramayak denna… Sanga samaga nagitimu… kiyanne…??? ,0
Ingrisi walinma liyala thiyanne pitarata minissunta wenna athi katha karanne rata hadanna. ,0
Cricket team ekata sadaranayak karanna Issara wela ,0
Mokaatada danne naa ee paara enna hadanne. ,0
Pala yanna gona enawa methana rata hadanna salli walata kahina un ,1
Sanga… oya kiyana eka horekutawath ekathu wenna epa… dena gemak thaniyama… Api oba samagai… jayawewa… ,0
"Mona loddekda, mu ape kollo parada wenne mu karapu balu wade nisa mu salli walata perethayek. ",1
ME RATA HADANDA SAKKARAYAGE PUTHA WAIMA AWATH BA.ANE PAU SANGA ,0
Hadanawanam ratha rakinawaname sihala jaathiya onama dayakatha api rade,0
Ane nikan palayan sanga yanna…,1
Puttalam buruwekge voice eka record karala ahuwanam mita wada daahen sampathaki. ,1
Ane palado uba hadana rata. Enne mokatada kiyala dannawa. Ubata denne naa chanda. ,1
Mama mokut kiyannema namai.Topi kiyana katandara booomai.,1
Bahujathika samagamwalata wikinene un kohomada rata hadanne ,0
Api Mahinda samaga Perata. ,0
Cricket gahala iwara nam gedarata wela idapan bari wada nokara. ,0
Oyatath deiyange pihitai. ,0
Rata hadanna kalin buddha sanskruthiyata anugatha wela inna ,0
"Manussakama nodanna oyata wada, Chathura hodai thawa ban ",0
Oya wage Honda minissu thamai apita one sanga. I am your big fan best of luck ,0
Ubata thibune mahaththayo eda ube nangi marapu ungen pali gaththa dawase aai policiyat baara novi inna. ,0
Lankawa harima lassana sundara minissu inna ratak kiuwe kauda bun… aurudu gaanak hire idala liyata awith pansalakata wela jeewath una e jeewithe ayeth ara apayata adala danma… ,0
Oita wada loku horakam karala oppu wela nidalle inna minissu ona tharam iddi nokala waradakata daduwam vidnna una… Me rate ipaduna api tharam pau kaarayo wena mona ratakawath na… Podi akel poth wala igannuwa indain sagaraye muthu ataya ammala thaththala apata kiyala dunna loken uthum ratada me. ,0
Mathu arthmeka kisima dinaka mee age rataka ipadennata kawadawath prarthana karanne naa. ,0
Aththa kiuwoth athule… Marapu manthrige puthek dan amathi kenek kiuwa needa. Tv derana peni sitinna me asadaranaya wenuwen. ,0
"Prasiddiye duushana wancha, Magadi karana eun eliye… Ekek kata arinne naa un hire yawanna… Meka boruwak. Meka thamai ape rate maha loku nithiya. ",0
"Gaanu 400k duushanaya karala eka adambarayen kiyana ekaata raja sapa, koti ganan rajaye depala suurakana paksha vipaksha deshapaluwanta sura sapa, paga maru niladarinta promotion, paathala kudukarayinta mathi amathikam. ",0
Kagehari boru paminillakata ahuwena duppath asaranayekuta waradda niwaradda hoyanne nathuwa maanchu… ,0
"Ahinsaka manussayekta paaduwe inna denne nathi, kelaa kapana un kudu gennana un miniimaruwo nidalle inna nithiyak thiyana ratak lankawa. ",0
Me manussayata udau karanna puluwan vidiyak danna kenek kiyanna. As walata kadulu enawa mewa baladdi… ,0
"Thuk nodakin yako me adillata wow, lassanai, pattai kiyala kiyana pirimith ape samaje innawane. Man ahala thiyana tharamin nam manussayek pirimikama labannath godak pin karala thiyanna ona. Ehema labapu pirimikama thawa ekek ekka nidi wadapu gaaniyek nisa baaldu karanna epa yako. ",1
"Buki kaarayek sabhapathi una eke un ottu Allana eka sadaranai bn, mu bukiwalin hoynawata wada cricket board eken hoyanna athi mee wenakota. ",1
Match fixing karapu paliyata board ekata salli hamba wenawa nam oi mona karanna barida? Lajjai.. sakharathawa – 0i ,0
"Saminda malli loku deyak apa denna puluwan nam. Naththam athuledima monawahari karala marala daavi. Kudukaarayoi, Deshapaaluwoi. apa denna kramayak balanna. ",0
Hena gahanawa yakoo munata nam mechchara pal horu inna rataka ahansaka manusseyak anika uparima sira daduwam widala eliyata awilla thawa oni nam podi kalayak jiwath wei ayeth hireta dala monawada balaporuththo wenne ,1
Buki karayanta cricket daila lankwe thibba ekama kridawatath hikuwa. Mun wage un hadapu unta gaham ona ,1
Me manussaya okkoma hira gewal ethule wena dewal kiwane ee nisada koheda ayeth athulata danna hadanne ,0
Derane thibba program eken aththa elikala nisa… boru chodanawakata hire dala passe kiyavi dadi lesa roogathura vi jeewithakshayata path una kiyala… ,0
Me manussaya oya horakama karala naa.. balanna e muna… Meka pamilikaruwange boruwak… E manussaya hire hitapu kenek nisa wena kenek karapu dekata ahu karala… ohu horek newei… ,0
Eka hari saralaine. Buki karayek unama dinana eka wagema paradina ekenuth laabayak gannawa. ,1
Kattiya ekathu wela kiya kiya hari dala apa mudala gewala meyawa eliyata ganna balamuda api… ,0
Anduwe ona tharam horu innawa oka anduwe ekak kaloth uta naduth na mokuth na... ,0
Amathiyekge nangi kenek maruwanm u marapu unwath marala rajek wage jiwath wei... kalakanni ,1
Paw ahinsaka manussaya.derana umbalama dan meka beerala deepalla..nathnam Derana report wei...!! ,0
Suvisheshi paapochcharanaya karawa ganne nathuwa paaduwe inna denna thibune. Eka hinda ayema waradak nokara e manussaya hire yanawa. ,0
Janadipathi samawa dunna manussayekgen interview ekak ganiddi thawa hithanna thibuna. Sampurana nidahasa labala awa vitharai kiuwa. ,0
Ona tharam anunge waradi dewal horen gaththa eun sapa vidinawa… Meya waradi karala athi.. Eath e thamange nangi wenuwen… THawa monada me manussayata jeewithe ithuru… ,0
"Mewata kiyanta.wachana naha..ara ahinsaka manussayata awasana kalewath..hodinjiwath wenna denney nathiwa """"kalakanni"""" desapalakayangey nithiya ada ballata ghin """"asadarana ballanta ona vidiya nithiya ada wada karanney.. ",1
Me ahinsakaya ayeth hire.thopita hodaknam wenna epa.lokapalakadewiya Ntaawath mewa penewa.eththa katha kalaata daduwam.derana ko.idiripath wenna den.pal horu iddi.ai mea. ,1
Lajjaei oooiiii... rataketa giyapu kalak…? ,0
Ape gonnu nimadu dagena match balanawa hehehehe ,0
Me ahinsaka manussayatama ai mehema karanne. Ape rate kochchara nama giya un innawada waradi karana unta kisima niithiyak naa. Un kochchara dewal karath as penne naa kan ahenne naa wage innawa.  ,0
Me wage manussayekwa dakkoth kohomahari monawahari karala hire daanna thamai hadanne. Me manussaya wenuwen katha karanna ekek wath naa. Pau asarana manussaya hithe kochchara loku wedanawak adda… ,0
Thope niithi mee wage manussayekta vitharai. Kalakanninta rata bhaara dunnama ohoma thama wenne. Me manussaya wenuwen katha karanna eka manussayek wath nadda ape rate? ,1
Ai ban me wage asarana minissungen pali ganne ban.hamdema hadagen aliyata awilla hodin iddi me wage sakkili wada karanne,0
Maha banku kolla kapu hora kapu ahinsakae wage minissungen jiwath wena sakkilinta nithiyak naha hamdama thlune podi asaran manusayo. ,0
Minissu paksha beda nathuwa buddimath wenna one mewata.hena ganahanwa me karan sakkili wada walata ,1
Yako aedagena yanna mokadda karapu warada.munge hora eliwena nisa meka kare.mekata wagakiyanna oni derana.eka thamai aeththa. ,1
Dayasirita prathipaththiyak thiyanawa yako. U mona anduwa awath uge waasiyata wadakaragannawa. Prathipaththiyak naththe uta mona balu wade karath chande den agon janathawata. ,1
Rate minissu danaganna one mun wage deshapalakayonta aye amataka nowenna padamak uganwanna..karumeta ape rate minissunta ehema mind ekak ne... ,0
E manussayata dan wath inna denna… E manussaya satan wadune eyage nangi wenuwen… Marenna lan wealth e manussayata nidahase inna naha… ,0
Mewa maha pau wada. Mita wadiya waradi karana minissu nidalle innawa… Pirimikamata marala waradda kara kiyala policiyata baara una… dan nokarapu wadakata hire… Ape rate niihtiya kriyathmaka wenne saamanya minissunta vitharai… ,0
Anika me manussaya hire hitiya nam kohomada 2006 sorakam naduwakata ahu wenne… meka nam hoda kumanthranayak… samaharavita me manussaya leda ela maruna kiyala kiyaida danne naa… ,0
Eath 2006 horakamakata ahuwela… Ane manda ithin… Me naduwa ahaddi Tv derana apa denna kauruth lasthi kale nadda danne naa… ,0
Ewa adala nane. Hithumathe jeewithe kathawata needa? Me manussaya danna dee kiynawa ithin… E kotasa ahaddi polociyata saha thawath piris walata elipita chodanawan karanawa… ee manussaya awankawa danna de kiuwa ithin… Dan aai hire… ,0
"Meka maha kaalakanni ratak… Minissu visinma kalakanni karapu ratak… Thirisan minissu inne… Podi duppath minissunta thama hamadema… Salli thiyana aayo sallo kola walata wahagena karanna ona jara, thuppahi wada okkoma karanawa… ",1
"Mathu upadina arthmeka nam me amuthu ate noipadewa. Rata mona tharam deshgunika, swabhavika dewal walin sundra unath minissu puduma jara minissu… Meka thawa arthma 10k giyath diyunu wemin pawathina ratakma wei. ",0
Aththama kathawa oka thamai lankawata enawata wada mehe innaeka hodai kiyala dannam hithenne. ,0
Mekata derana waga kiyann aona. Minissu athara thibba thorathuru walata wada kudu business kaarayo gana eli kale ee interview ekenne… meka pitipasse aniwaryen e kenek athi…  ,0
Divya loke yanna balagena inna ayata oya ahapu prashnaya mama hithanne gaburu wadi kiyala… Divya loka kohomath apayata yana margaya nam hadagannawa aaryayan wahanselata garaha garaha idala bawanam penawa oua shrawaka page eke set eka. ,0
"Mama ubata wadinne methanadi… Mata lajjai bn demaupiyangen labunu me tharam jeewithaya hada gassawana baudda darshanaya thawama harihati pilipadinne nathi ekata… ita wada lajjai, uba hasurawana vidiyata… ",0
Dahama vikurthi karanawa kiyana aya kohomada dahamata suthrayata vinayata galapa balanne. Daham awabodayak thibena kenekuta pamanai galapiimata hakiyawa thibenne. ,0
Oya prashneth mama ahuwa… Daham awabodayak nathi kenek kohomada suthrayata dharmayata gakapanne kiyala… Ekata thamai thunweni eka thiyanne kiuwa… vinayata galapana eka… raaga Vinaya dwesha Vinaya moha Vinaya… Eka oluwak molayak thiyena ona kenekuta karanna puluwan deyak… ,0
"Me goiyo tika kaaleyaka sita mada Gahanna gaththa. Puluwan tharam uthsaha karala pahadala denna, Eath post makanawa uththara denna apahasuvita, naththam mada gahanawa… ",0
"Oya gon katha newei, mama udin praashnayak ahuwa.. eka thorala dennaa… naththam pinwath loku mudalaligen hari ahala awith kiyanna.. ",0
Paduwe inna denne naa… maame mun ubata… nidoskota nidahas kara nam… thawa nadu kohen enawada…??? Ho nithiye dewagana…. ,0
Deviyane meth manussayek needa??? Ape siyalawa mathak wenn. Eath as deke watenna onna menna thiyena kadulu dakiddi papuwa pichchila giya. Hithumathe jeewithe katha karanna kenek ape rate aththatama nadda??  ,0
"Sadaranaya gana katha karana loku udaviyata mewa penne nadda deiyane?? Mee geana anthima kale hari eyata sathutin inna puluwan wathawaranayak thibba nam, eath….. ",0
Asarana manussayek kanna nathiwa gas gediyak kadan kawath un horu… asarana manussayek munawal arala lokukamata adan yanne. loku eka Karanam munawal wahala yan sir kiyala police ballo passen yanne… ,1
"Munge appage ratak meka dan, koo yako deiyo budun ",1
Kaala kanni me manussyata thawath duk denna epa bolaw ,0
"Hira gedara una siyaluma dewal eli kara ekai me pali ganima. Paw dan ko derana, rating wadi k, ganna kala wadak dan harine ",0
Paalakayo kiyana haththa iwarayak karala damma nam hamadema visadevi rate. Mechchara katha karanna aya inna rate eka nirbhitha hithak thibuna nam oya harak gala maragena marenna puluwan ,1
"Kambahoru, Nidalle iddi aurudu gaanak sirabath kala hembath unu minihekwa allala maha viirakamak kara wage aayith hireta daanawa. Nodakin kaalakanni…  ",1
Aepa denawa nam mamath denawa. Gaana kiiyada balala me vidiyata ratak watina manussayekwa beraganna one. Kalakanni sakkili rate hoda minihekta inna nathi hati… ,1
Kondak nathi loku minisunge wada. Dan mona dewal kalath wadak naha. Gaambiirathwayen karanna thibuna eka karala iwarai. Me mahaththaya. ,0
Thamange nangita karapu aparaadaya nisa paligath eka saadaraniikaranaya karanna apahasu unath me vidiyata e manussagen digin digata anawarathe paliganneka nam asaaradaranayak.. ,0
Oayge amma ethakota therum gani ethumiya kala warada… ,0
Umbath loku unnama duwe umbe ammawa para dala warenn ,0
"Apita e thundenawa dakkama dala yanna hithune naha machan. Mokada api dannawa vidapu duka, un thundena inna sathuta dakkama loka kusalanayak dinuwa wage… ",0
Dan apen gaththa waraaya apita diipan aya… ,0
Loke issaraha noondi novi beruna… Balapan machanla ape paarlimenthuwe horu tika ape rata kaawath apita ekathu wela wada kaloth me rata hadanna puluwan. ,0
"Mu post eka dakka gaman genath denna aththe salli balagena bn… Naththam jeewitheta denne na… genath dunnata salli gaththa eka nam anumatha  karanna baa… Lap eka, anith dewal hamba una eka loku deyak thama… salli nogaththa nam watinakama kiyala wadak naa…",0
Wishishtai… lankawe minissu hodai… untath horakama purudu karanne deshapaaluwo… ,0
Anunge deyak langa thiya ganna be. Policiyata baara denna thibuna. Salli denawa kiwwama genath dunna wenna berida. ,0
Honda porak nam trishaw kaarayai post ekak hadala daanna oona thama langa nethiunu lap top ekak thiyenawa kyala. Kohoma unath return karapu eka gena sathutui. ,0
Supiri bn share walin aththatama udawwak labila thiyenawane. ara deiyyange magul nethuwa. Oatta ,0
Tamange pattata awama u karapu hama deyakma sadarnai kiyana tana indin katakaranawa..mithree pala awath pohottuwata e yakat hondai kiyla kiyana minissu ape rate inne... ,0
Lajja nathi ballo… ,1
Mun wage eunta chande dennath eun innawane ithin… ,0
Ai bn wadagath file cloud daanne naththe ,0
"Ane thank ou three-wheel malli, oya rate nambuwa berapu viirayek… ",0
Lankawe une tika tika hadiigena enne dan… ,0
Apita lajja nehe.Horu rajawenne ema nisa ,0
Hitha hoda awanka kollek… ,0
Wade nam hoday.salle gaththa ekanam tikak awul ,0
Niyamai bn patta adambarai… ,0
Lankawata mokada wela thiyenne ? Ahinsaka minissunge badhu mudalin padi aragena e minissunwama apahasuthawayata path kranawa.. ,0
"Mn kiyanne weda warjanaya krana onema kshethrayakata , ehema kroth eyala ain karala aluth ayawa ganna one ..ona tharam kattiya innawa weda karanna .. me minissu sadarana ne … doctor lath ehemai ",0
Ohoma gahala madi bn… Army eke kollanta training karala… kochchi walata damma nam ada wadi padi ilala strike karanne naha… Janathawa lassanata gaman tika karagannawa… ,0
Ara ekek putu wagayak gennala eka putuwak laksha 6 ½ gaane munta chande dena eun kaapalla mii harak. Munta gahnawa wagema untath Gahanna ona lagadima duwann. Ilagata dostharalath dennama ona oya gobba wade karana dostharala kiyala minissu marana dostharalata… ,0
Machanla oya gahuwe dumriya depaarththamethuwe ayata newei bn oya sri lanka insurance eke wada karana kenek pora awelawe kiyala thiyanne… ,0
Munta gaanu dethun denek innawa… e hinda kochchara padi dunnath madi… Nawathina nawathina thana gaanu… ,0
Meya nathiwenakan lankawe ayata meyawa danne naha!! Pitarata ekkenek meyawa awith hadunwala dunna!! ,0
Ehe ekek lankawe wadata awith ape aya eyalawa balanna giya nam man kamathi… Mage pudgalika adahasa vitharai hode… Tharaha ganna epa kauruth… ,0
Aththatama hugak hodai me wage dewal samaja gatha karana eka… Minissunta hithanna hugakma dewal me thula anthargathai… Hoda panividayak minissunge hith thulata… ,0
Hamoma eka wage naa… Hama jathiyakama hoda minissu innawa… Sinhala jaathiye thamai hoyaganna amaru.. ,0
Me wage minisu dekkama loku satutak denenawa.arabi kiyanne darunu minisu inne ratak ath meyala ehema ne ,0
Pin athwai mahathayo ubala dan pawul 7kata athiwenna hambakaragaththane oi putuwe edan... Sumathipalata nam lajjawak na perethaya ,1
"Kohehari kata hoo awashya kenek hamuwana thuru hakithaak share karanna, Api jeewithayak beraagatha hekiya.",0
Me lagadi share karala thibba page ekakin mathaka naa dan… ,0
Udauwak one… ,0
Rata… daya wenuwen uradunnata… paksha paata beedayakin thorawa api sahaya dennemu… jayawewa lokka…  ,0
Paswana vidhayaka janadipathi Mahinda Rajapaksha mathidun me rata paalanaya nokaranna… me injineru maththayage nama thiyanna thibbe… Koheda kiyala ada rate janathaawa dannawa… ,0
Kohomath ube nama hithata ekagawa daanna baa… mahindage nama daanna baa… ithin injineeruwage nama daapiya… Kauruth newei oka haduwe api.  ,0
Api naya gewanawa nam eka wena un hadanna bane. Thopi kala adala inne ape salli. Lajjai thopi gana… ,1
Mahinda hadapuwage nam maaru kara kara hitapan hitapan… ,0
"Mahinda kala kiyana wahallu, moragahakanda jalaashaya idi karanna mahinda kala tika kiyanawada? ",0
Dan ma ahanne monawama hari deyak janathaawage salli waya karala haduwama ekata kaagehari namak daanama onada… ,0
Nam thabiima nam itha hoda adarshayak. Galleth okai karanda thibbe… ,0
Oka hadanna patagannkota epa kiyala natapu aya akka inna hoda porata ,0
Lajjai rate paalakaya vidiyata mewani gahabinna kelina eka gana… ,0
Arabi walin higa kapu salli ,0
"Ape laga puhu adambarayak atha. Thaththa duruwanta, guruwaraya golayanta, kondosthara magiinta, deshapalakaya chanda daayakayata, sinhalaya muslim ayata pamanak newei gedara inna ballata pawa puhu adambarakama penwamin inna nisa thamai ape nodiyunu bhawaya athi wela thiyanne… ",0
Un namenawa wadii bn… bari welawath lankawe ohoma nawenna giyoth… ,0
Swabhavika wipath nisa un mokatada samawa illanne. ,0
Ape dumriya sewaya wage. ,0
Lankawata kisima paalanayak awashya na. Minissu thamange paaduwe hamadema karaddi kaalakanni apema salli walin apita arinawa. Dakina thana gahala elawana samajayak bihiwenakan meuwa mhema thamai. ,0
Malinga chande ellapan.uba dinanawa.me rate niliyo chande ellala dinuwa nam ubata gamakma ne.hoda pakshekin ellala uba oya ubata kenehilikam karapu unta pennapan.me rate minissu ubata ennawa kiyala pennapan ,0
